claim_id,policy_number,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
CLM-00275,522506,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16,3,NO,0,2,,64920,10820,10820,43280,Ford,Fusion,1997,N
CLM-00276,367595,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10,3,,0,1,NO,37530,4170,4170,29190,Jeep,Wrangler,2008,N
CLM-00277,586104,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,93,2012,N
CLM-00278,424862,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,,60390,10980,5490,43920,BMW,M5,2004,Y
CLM-00279,512813,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6,3,,0,1,YES,64350,5850,11700,46800,Nissan,Pathfinder,2011,Y
CLM-00280,356768,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997,N
CLM-00281,330506,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12,3,NO,1,3,,46560,7760,7760,31040,Nissan,Ultima,2012,N
CLM-00282,779075,2015-01-14,Vehicle Theft,,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3,1,NO,2,1,,4730,860,860,3010,Chevrolet,Malibu,2013,Y
CLM-00283,799501,2015-02-18,Vehicle Theft,,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003,N
CLM-00284,987905,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10,1,,0,2,,59900,11980,5990,41930,BMW,X5,1997,Y
CLM-00285,967756,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,3,,1,3,YES,79560,13260,13260,53040,Ford,Escape,2009,N
CLM-00286,830414,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,1,YES,0,1,,70290,12780,6390,51120,Accura,MDX,2008,N
CLM-00287,127313,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,1999,N
CLM-00288,786957,2015-01-29,Vehicle Theft,,Trivial Damage,,SC,Riverwood,5901 Elm Drive,6,1,,1,0,NO,6400,640,640,5120,Toyota,Camry,1997,N
CLM-00289,332892,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,2013,Y
CLM-00290,448642,2015-02-01,Parked Car,,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,1,NO,0,2,,8760,1460,1460,5840,BMW,3 Series,2013,N
CLM-00291,526039,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,1,YES,0,1,,94160,8560,17120,68480,Chevrolet,Malibu,1996,N
CLM-00292,444422,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,3,,0,2,NO,51570,5730,11460,34380,BMW,X5,2010,N
CLM-00293,689500,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,3102 Apache St,14,3,,1,0,NO,52700,10540,10540,31620,BMW,X6,2014,Y
CLM-00294,806081,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,,101010,15540,15540,69930,Mercedes,ML350,1998,N
CLM-00295,384618,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,16,4,,1,2,YES,53400,5340,5340,42720,Honda,Civic,2010,Y
CLM-00296,756459,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,1,,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,2009,N
CLM-00297,655787,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010,N
CLM-00298,419954,2015-02-25,Parked Car,,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,,2,3,,3300,600,0,2700,Dodge,RAM,2003,N
CLM-00299,275092,2015-02-26,Parked Car,,Minor Damage,,WV,Northbend,8078 Britain Hwy,7,1,YES,1,0,,5940,1080,540,4320,Nissan,Pathfinder,2003,N
CLM-00300,515698,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,,63720,7080,21240,35400,Accura,TL,2006,N
CLM-00301,132871,2015-02-03,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,A5,2008,N
CLM-00302,714929,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,,93730,14420,21630,57680,Honda,CRV,2001,N
CLM-00303,297816,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,,87300,17460,17460,52380,Jeep,Wrangler,2013,N
CLM-00304,426708,2015-01-24,Parked Car,,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,1,,0,2,NO,5670,1260,630,3780,Ford,F150,1997,N
CLM-00305,615047,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,TL,2001,N
CLM-00306,771236,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14,1,,2,1,YES,36720,4080,4080,28560,Honda,Accord,2009,Y
CLM-00307,235869,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,,1,1,YES,52800,4800,9600,38400,Mercedes,ML350,1996,Y
CLM-00308,931625,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,Maxima,1998,Y
CLM-00309,371635,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8064 4th Ave,17,3,,1,1,YES,77440,14080,7040,56320,Suburu,Legacy,1999,N
CLM-00310,427199,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008,N
CLM-00311,261315,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,80740,7340,14680,58720,Toyota,Camry,2014,Y
CLM-00312,582973,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3,3,,0,3,,31350,2850,5700,22800,Honda,Accord,2001,Y
CLM-00313,278091,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,1,,0,0,,35000,3500,7000,24500,Suburu,Legacy,2012,N
CLM-00314,153154,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,3,,2,2,NO,68000,13600,6800,47600,Toyota,Corolla,2014,N
CLM-00315,515217,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,3,YES,2,0,,84500,13000,13000,58500,BMW,X6,2009,N
CLM-00316,860497,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,,75500,7550,15100,52850,Nissan,Ultima,1998,N
CLM-00317,351741,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,3,NO,1,3,,90600,15100,15100,60400,BMW,X5,2009,N
CLM-00318,403737,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,,64320,5360,10720,48240,Accura,MDX,1998,N
CLM-00319,162004,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,,1,0,,31700,6340,3170,22190,Toyota,Highlander,2006,N
CLM-00320,740384,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,74280,12380,12380,49520,Suburu,Forrestor,2006,Y
CLM-00321,876714,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005,N
CLM-00322,951543,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,RAM,2010,N
CLM-00323,576723,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,,1,2,YES,32800,3280,3280,26240,BMW,3 Series,2012,N
CLM-00324,391003,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,2015,N
CLM-00325,225865,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,2000,Y
CLM-00326,984948,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,Pathfinder,2010,N
CLM-00327,890328,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,,66550,12100,6050,48400,Volkswagen,Jetta,2003,N
CLM-00328,803294,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,,65780,5980,11960,47840,Chevrolet,Tahoe,2014,N
CLM-00329,414913,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,,0,2,YES,51810,9420,4710,37680,Audi,A3,2002,Y
CLM-00330,414519,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,CRV,2009,Y
CLM-00331,818413,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,,2,3,,44640,9920,4960,29760,Toyota,Camry,2005,N
CLM-00332,487356,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,,1,3,NO,77660,7060,14120,56480,Nissan,Maxima,2004,Y
CLM-00333,159768,2015-02-16,Parked Car,,Trivial Damage,,SC,Northbend,7529 Solo Ridge,8,1,NO,2,2,,5640,940,940,3760,Nissan,Ultima,2005,N
CLM-00334,865839,2015-02-04,Parked Car,,Trivial Damage,,VA,Arlington,8096 Apache Hwy,4,1,,2,2,,3190,580,580,2030,Suburu,Legacy,1995,N
CLM-00335,406567,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,,0,0,YES,53440,0,6680,46760,Ford,Escape,2004,N
CLM-00336,623032,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,2002,N
CLM-00337,935442,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,N
CLM-00338,106873,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,RAM,1999,N
CLM-00339,563878,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,,1,1,YES,87100,8710,8710,69680,Saab,92x,2000,N
CLM-00340,620855,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,,1,3,,50380,4580,4580,41220,Suburu,Forrestor,1996,N
CLM-00341,583169,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,A3,2014,Y
CLM-00342,337677,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,3 Series,2000,N
CLM-00343,445973,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y
CLM-00344,156694,2015-01-31,Vehicle Theft,,Minor Damage,,WV,Northbend,9154 MLK Hwy,3,1,,0,3,NO,6240,960,960,4320,Ford,Fusion,2011,N
CLM-00345,421940,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,Y
CLM-00346,613226,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,N
CLM-00347,804410,2015-01-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,N
CLM-00348,553565,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,,2,2,YES,63240,10540,5270,47430,Mercedes,E400,2005,N
CLM-00349,399524,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,,67650,12300,6150,49200,Audi,A5,2009,N
CLM-00350,331595,2015-02-17,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,,1,3,NO,74200,14840,14840,44520,Accura,TL,2002,Y
CLM-00351,380067,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,N
CLM-00352,701521,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,3,,1,0,NO,35900,7180,3590,25130,Audi,A3,2007,Y
CLM-00353,360770,2015-02-03,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,NO,1,3,,52200,5220,10440,36540,Honda,CRV,2011,N
CLM-00354,958785,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,N
CLM-00355,797934,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,,67200,6720,6720,53760,Volkswagen,Passat,1995,N
CLM-00356,883980,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,,63250,11500,5750,46000,Nissan,Ultima,1997,N
CLM-00357,340614,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,N
CLM-00358,435784,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,YES,0,2,,65040,10840,10840,43360,Suburu,Impreza,2010,N
CLM-00359,563837,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,,1,3,,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,Y
CLM-00360,200827,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,2005,N
CLM-00361,533941,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y
CLM-00362,265026,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,,65520,9360,9360,46800,Toyota,Highlander,2011,Y
CLM-00363,354481,2015-02-28,Parked Car,,Trivial Damage,,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,N
CLM-00364,566720,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,NO,0,2,,42700,0,6100,36600,Mercedes,ML350,2011,Y
CLM-00365,832746,2015-01-25,Parked Car,,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,Y
CLM-00366,386690,2015-02-26,Parked Car,,Minor Damage,,NC,Arlington,5480 3rd Ridge,7,1,,0,0,NO,3600,360,720,2520,BMW,X5,2013,Y
CLM-00367,979285,2015-02-03,Vehicle Theft,,Trivial Damage,,SC,Northbrook,8864 Tree Ridge,9,1,,2,0,,2800,280,280,2240,Volkswagen,Passat,2015,N
CLM-00368,594722,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,0,YES,54000,6000,6000,42000,Toyota,Highlander,1996,N
CLM-00369,216738,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,,0,2,,48950,4450,8900,35600,Accura,TL,2011,Y
CLM-00370,369048,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,YES,0,1,,77800,15560,15560,46680,Dodge,RAM,2002,N
CLM-00371,514424,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,YES,2,1,NO,52560,11680,5840,35040,Saab,93,1995,N
CLM-00372,954191,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,,1,2,YES,44110,4010,8020,32080,Honda,Accord,2015,N
CLM-00373,150181,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,NO,1,3,,74360,13520,6760,54080,Suburu,Forrestor,2009,N
CLM-00374,388671,2015-02-16,Parked Car,,Minor Damage,,WV,Arlington,4585 Francis Ave,2,1,YES,1,2,,6120,680,680,4760,Honda,Civic,2002,Y
CLM-00375,457244,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012,N
CLM-00376,206667,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,,1,0,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006,N
CLM-00377,745200,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,,1,0,NO,66200,6620,6620,52960,Dodge,Neon,2013,N
CLM-00378,412703,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,,1,2,,45500,9100,4550,31850,Toyota,Corolla,2009,N
CLM-00379,736771,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,3,,2,0,,53040,4420,4420,44200,Audi,A3,2006,N
CLM-00380,347984,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,,1,2,NO,50800,10160,5080,35560,Mercedes,E400,2013,Y
CLM-00381,626074,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,,1,3,,44200,4420,4420,35360,Audi,A5,2014,N
CLM-00382,218109,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,YES,1,3,,62920,11440,5720,45760,Chevrolet,Malibu,2012,N
CLM-00383,999435,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,3,,0,2,YES,49950,5550,5550,38850,Nissan,Ultima,2004,Y
CLM-00384,858060,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1995,Y
CLM-00385,500384,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,1,NO,2,2,YES,100210,18220,18220,63770,Audi,A5,2014,N
CLM-00386,903785,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,2007,N
CLM-00387,873859,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,NO,0,1,,66840,16710,5570,44560,Mercedes,E400,2014,N
CLM-00388,204294,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,,1,2,,62460,6940,6940,48580,Honda,Accord,2003,N
CLM-00389,467106,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,3,YES,0,1,,62810,11420,11420,39970,Nissan,Ultima,1999,N
CLM-00390,357713,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,1,YES,1,2,,54160,6770,6770,40620,Suburu,Legacy,2009,N
CLM-00391,890026,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,YES,0,2,NO,48400,9680,4840,33880,Saab,92x,2005,N
CLM-00392,751612,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,,0,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013,N
CLM-00393,876680,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,NO,2,1,NO,51700,5170,10340,36190,Saab,95,2003,N
CLM-00394,756981,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,,1,2,,65520,10920,5460,49140,Volkswagen,Jetta,2009,N
CLM-00395,121439,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,4,NO,2,2,NO,47700,4770,9540,33390,Accura,TL,2011,Y
CLM-00396,411289,2015-01-15,Vehicle Theft,,Minor Damage,,SC,Northbend,4188 Britain Ave,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,2015,N
CLM-00397,538466,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,1,NO,1,0,,73320,6110,12220,54990,Ford,Fusion,2012,N
CLM-00398,932097,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,N
CLM-00399,463727,2015-02-17,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,,0,1,YES,3190,580,290,2320,Saab,95,2015,N
CLM-00400,552618,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,6409 Cherokee Drive,21,1,NO,1,0,YES,76920,12820,6410,57690,Chevrolet,Malibu,2002,N
CLM-00401,936638,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,1123 5th Lane,10,2,YES,1,3,NO,77990,7090,14180,56720,Jeep,Wrangler,2012,N
CLM-00402,348814,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,1,YES,1,0,,59670,9180,9180,41310,Ford,Escape,2008,N
CLM-00403,944102,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,3697 Apache Drive,23,3,YES,2,0,NO,44880,8160,4080,32640,Mercedes,C300,2004,Y
CLM-00404,689901,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,,0,2,NO,82830,7530,15060,60240,Audi,A5,2004,N
CLM-00405,901083,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012,Y
CLM-00406,396224,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,,2,3,NO,79800,15960,7980,55860,Honda,Civic,1999,N
CLM-00407,682178,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,6035 Rock Ave,10,3,,0,3,YES,53020,9640,9640,33740,Toyota,Corolla,1999,N
CLM-00408,596298,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008,N
CLM-00409,253005,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,,1,3,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001,N
CLM-00410,985924,2015-01-19,Vehicle Theft,,Trivial Damage,,NC,Springfield,6957 Weaver Drive,3,1,NO,2,3,NO,3190,290,580,2320,Ford,Escape,1995,N
CLM-00411,631565,2015-01-17,Parked Car,,Minor Damage,,WV,Northbrook,1512 Rock Lane,9,1,,0,3,NO,5850,1300,650,3900,BMW,M5,2006,N
