incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss
0,2,0,3,6,5,10,3,0,2,2,1,67140.0,5,14,2006,166,37,0,0,2000,1337.28,8000000,1,3,2,15,0,27500,0
0,2,1,0,6,1,4,3,0,2,2,2,61380.0,11,21,2012,108,29,1,2,1000,1337.92,0,0,6,1,3,1,71400,0
0,2,0,0,1,2,16,2,1,2,3,0,60940.0,1,4,2013,284,48,1,2,2000,769.95,0,1,5,9,12,1,0,-44200
2,2,2,2,4,3,8,1,0,0,3,2,65780.0,8,24,2013,294,46,0,0,500,1532.8,0,1,1,9,8,3,0,0
0,2,2,1,6,1,0,3,1,0,3,2,44400.0,7,17,1999,297,47,1,1,500,1616.65,7000000,1,4,0,12,4,0,-59500
0,0,0,2,0,1,22,3,2,2,1,0,52560.0,10,2,1995,396,57,1,0,1000,1366.39,0,1,2,10,8,2,0,-22400
2,2,1,2,6,1,7,1,0,0,3,1,43560.0,11,21,2015,465,63,0,1,500,1006.99,6000000,0,5,11,2,3,0,0
0,2,2,2,1,3,3,3,0,0,2,2,57060.0,5,16,2012,259,43,0,2,2000,1537.13,0,0,6,5,11,3,0,-58300
3,3,3,4,4,4,9,1,1,2,3,1,5170.0,11,15,2001,287,41,0,2,2000,968.74,0,1,5,13,18,5,0,-49000
2,2,2,3,6,3,9,1,0,0,2,2,77880.0,11,21,2015,140,31,1,2,500,708.64,6000000,1,2,6,15,4,53500,0
0,1,1,1,4,3,20,4,0,0,2,2,47740.0,6,10,2005,220,42,1,0,1000,1281.72,0,1,1,4,10,2,33500,-49500
0,1,0,0,2,1,3,3,2,2,1,2,78100.0,3,34,1997,451,61,1,1,2000,1618.65,2000000,0,0,13,14,4,0,-42600
2,1,1,1,1,0,3,1,2,1,2,0,78900.0,3,32,1995,22,26,2,0,1000,1276.57,0,1,6,2,16,1,71500,0
2,1,2,0,3,5,10,1,2,1,1,0,58300.0,5,14,2001,166,37,1,1,500,1518.54,0,0,4,2,11,1,0,0
2,1,1,1,6,2,3,1,1,2,0,2,76700.0,11,21,2006,342,49,2,1,500,1722.95,0,1,6,13,0,1,63100,-13800
2,2,0,2,4,6,1,1,1,1,0,2,112320.0,11,19,2011,193,41,2,1,500,847.03,0,0,3,2,16,1,0,0
0,0,2,0,5,5,0,3,0,0,1,2,72900.0,9,26,2010,57,25,0,2,2000,1143.06,0,0,5,12,7,3,63100,-54100
0,1,0,1,1,2,17,4,0,2,1,0,35300.0,8,12,1996,162,33,2,1,500,964.92,0,0,0,3,0,2,45700,0
1,3,3,3,4,0,9,1,1,2,1,1,3440.0,11,21,2002,17,39,0,1,1000,840.95,0,0,3,0,10,4,32500,-80800
0,0,0,0,4,5,10,3,1,0,1,0,37530.0,7,36,2008,243,43,1,2,500,1307.74,0,0,0,6,2,3,0,-75700
1,3,1,4,6,0,2,1,2,1,2,1,6120.0,6,10,2002,140,31,2,1,2000,1554.86,6000000,0,3,1,0,5,59000,0
2,2,1,2,0,5,10,1,2,1,0,2,59490.0,8,24,1995,228,39,1,2,500,1388.62,0,0,3,11,15,0,35200,0
3,3,3,3,6,6,3,1,1,1,1,0,5300.0,7,17,2001,196,36,1,1,2000,1463.07,0,1,4,1,16,3,0,0
0,1,0,2,3,3,16,2,0,1,0,1,63720.0,0,33,2006,119,27,1,1,2000,1097.64,0,1,2,13,18,2,27100,0
0,2,1,2,4,4,17,3,1,2,3,2,42500.0,9,29,2000,233,43,2,1,1000,954.18,0,0,1,12,7,2,0,0
2,0,2,1,1,3,17,1,2,2,3,0,88660.0,8,7,2007,125,35,2,2,500,1054.83,7000000,1,3,12,6,0,0,-51300
2,0,1,3,1,5,16,1,0,2,2,2,100210.0,1,5,2014,254,41,0,1,2000,1241.04,0,0,5,10,2,3,0,0
0,0,0,1,6,3,20,3,2,2,2,2,68520.0,11,21,2003,215,42,2,2,500,1848.81,0,1,3,13,18,3,0,-49000
2,2,0,3,6,3,13,1,2,1,0,2,52800.0,10,3,2004,80,27,0,0,1000,1474.17,0,0,1,12,8,4,0,0
0,2,0,3,1,3,20,3,1,2,2,0,70400.0,12,18,2011,225,41,2,2,2000,1103.58,0,1,2,3,8,4,41200,-36200
2,2,2,3,6,3,0,1,1,2,1,0,46800.0,7,36,2002,24,33,0,2,1000,1922.84,0,0,2,6,16,5,0,-45200
3,3,1,3,6,2,8,1,2,2,1,2,5490.0,10,3,1999,106,28,2,0,2000,1609.11,0,1,2,2,14,3,0,0
2,0,1,3,1,4,6,1,1,1,0,1,53400.0,6,8,2003,204,40,2,1,1000,1693.83,7000000,1,2,10,14,2,44000,-20800
0,1,1,0,4,0,0,3,1,2,1,1,67210.0,2,38,1996,101,29,2,1,500,1380.89,0,1,6,1,7,3,30000,-53000
2,2,0,0,4,0,12,1,0,0,2,0,44200.0,7,36,2002,195,37,0,0,1000,1406.52,8000000,1,4,12,0,4,0,0
0,2,0,3,1,3,18,3,0,2,2,2,51800.0,0,23,2003,372,50,2,2,2000,1368.57,0,0,4,12,13,2,0,0
0,2,2,2,1,4,20,2,1,0,2,2,60500.0,5,14,1999,330,47,0,0,2000,1133.27,0,0,2,2,5,5,0,-56400
0,2,1,2,4,1,4,4,1,0,0,1,60170.0,9,29,2006,140,30,0,0,500,1354.2,0,0,1,0,3,5,100500,0
0,0,1,1,6,3,17,3,1,1,2,1,97080.0,10,1,2005,425,53,2,1,2000,912.29,0,0,2,8,13,0,42900,-39100
0,1,2,0,3,2,17,3,1,1,3,1,65440.0,7,36,2014,209,36,1,0,2000,1223.39,0,0,4,2,4,5,0,0
2,2,1,1,6,6,23,1,1,1,1,0,87780.0,6,8,2011,259,45,0,2,2000,1175.07,0,1,4,2,12,1,30100,0
1,3,1,4,1,2,6,1,0,0,0,0,3080.0,1,4,2012,271,40,0,0,1000,1251.65,0,0,0,7,4,5,71200,0
0,1,2,1,5,5,21,3,2,2,1,1,61800.0,11,19,2007,224,39,0,2,1000,1128.71,0,0,3,9,17,2,0,-47100
0,2,0,1,3,1,9,3,1,2,2,1,53280.0,12,9,2006,246,45,0,1,1000,1665.45,0,1,3,6,10,5,34400,-33100
0,2,1,1,4,5,9,3,0,2,1,0,60000.0,6,6,1997,64,28,0,2,1000,1468.82,0,1,3,5,16,2,56800,-51800
0,2,0,2,1,4,16,3,0,0,2,0,69480.0,10,3,2007,298,49,2,1,500,862.92,0,1,4,6,4,5,0,-71700
2,0,2,3,6,5,4,1,1,1,2,2,32800.0,2,0,2012,266,44,0,1,500,1611.83,0,1,2,5,12,0,0,0
2,2,0,2,6,2,18,1,2,1,1,2,95000.0,5,14,2001,198,34,2,1,1000,1576.41,0,1,0,5,11,2,0,-55100
2,1,0,3,1,3,8,1,1,2,2,2,57860.0,11,19,2008,66,26,0,1,1000,988.29,0,1,1,1,16,3,0,0
0,0,0,0,1,5,3,3,1,1,3,0,77660.0,9,26,2004,283,46,0,2,2000,1313.33,0,0,6,13,15,0,53500,-73600
2,2,1,3,4,2,14,1,1,0,0,0,40700.0,13,28,2000,438,57,2,2,500,1119.29,0,0,4,6,5,0,0,0
2,0,2,1,4,5,19,1,0,0,2,2,74140.0,2,37,2015,230,44,1,1,2000,1009.37,0,0,1,9,10,2,45400,-39400
2,1,2,1,4,1,0,1,1,1,0,0,59800.0,5,14,1999,128,32,2,0,2000,768.91,0,0,1,11,5,2,0,-39300
0,2,2,0,1,3,15,3,0,0,1,0,41690.0,10,3,1999,172,33,0,0,1000,1459.96,6000000,0,2,0,15,5,41300,-42000
0,1,0,1,4,5,7,3,2,0,3,1,64350.0,3,34,2009,468,62,0,0,500,1011.92,0,1,6,6,13,5,0,0
2,0,1,2,4,6,14,1,2,0,2,1,56400.0,12,18,2014,269,44,0,0,2000,1081.08,0,1,3,8,15,4,36400,-28700
0,2,2,2,6,5,22,3,0,1,3,1,90600.0,2,37,2009,274,46,2,2,1000,1372.18,0,1,2,3,3,1,0,0
0,0,1,1,1,6,18,3,0,1,1,2,89400.0,11,21,1998,270,45,2,2,1000,1038.09,0,0,1,5,9,0,0,-19700
0,1,1,1,0,3,2,4,2,0,2,0,38640.0,3,34,1997,405,55,0,1,500,878.19,0,1,6,6,9,4,57100,0
2,0,0,1,4,1,23,1,2,0,2,1,64350.0,8,12,1998,475,61,0,2,500,1265.72,0,0,5,5,13,5,0,-59500
2,1,0,0,4,6,1,1,1,2,0,0,62260.0,10,1,1995,143,32,0,2,1000,1464.42,0,0,2,3,9,0,79900,0
1,3,1,4,0,5,13,1,0,0,1,1,4300.0,5,14,2004,338,49,1,2,1000,1279.08,0,1,4,7,11,3,0,-51500
0,2,2,2,2,6,23,3,0,0,3,0,44280.0,6,6,1997,245,44,0,2,1000,1168.2,0,1,3,5,1,0,69100,0
0,2,2,1,6,3,21,3,0,1,1,2,76450.0,4,30,1995,37,31,0,2,500,1969.63,0,0,4,11,16,3,0,0
0,2,1,3,1,5,18,3,2,2,1,0,61400.0,9,35,1995,440,55,0,1,500,1275.62,0,0,0,8,15,2,0,-56200
2,2,1,1,1,2,0,1,0,2,1,1,50700.0,0,31,2006,246,43,1,1,1000,1267.4,6000000,1,3,0,1,0,0,0
2,2,0,3,6,1,0,1,0,0,2,1,49800.0,8,24,2015,26,39,1,1,1000,770.76,0,1,5,12,17,0,0,-53700
0,1,0,0,0,6,22,3,1,0,0,0,69680.0,8,24,2008,167,36,0,0,1000,949.44,0,0,5,3,4,2,0,-38400
2,2,0,1,5,4,9,1,2,1,1,1,84590.0,12,18,2000,152,30,1,2,500,1448.54,0,0,3,2,14,5,58600,0
1,3,1,4,5,3,5,1,2,1,3,0,4700.0,4,27,2007,478,63,0,1,1000,1292.3,0,1,2,0,13,3,47600,0
3,3,3,3,6,6,5,1,2,1,2,1,7700.0,10,2,2000,247,39,1,0,500,1558.29,0,0,5,10,15,4,0,-49300
3,3,1,4,1,6,6,1,0,0,1,1,3740.0,3,25,2011,233,41,2,2,2000,1615.14,0,0,0,12,2,2,67100,0
2,2,0,1,3,5,6,1,1,1,2,1,41850.0,11,21,1997,61,23,0,0,500,1111.72,0,1,3,3,3,2,54600,0
2,0,0,3,6,4,10,1,2,1,3,1,75570.0,2,37,2010,15,34,1,1,2000,1586.41,0,0,2,11,18,2,33500,-58900
1,3,3,3,6,1,8,1,0,0,1,0,8800.0,11,21,2002,404,53,1,1,500,767.14,0,1,0,11,15,1,25500,-36700
2,1,0,2,4,6,14,1,0,2,3,1,71680.0,13,20,2007,82,27,0,0,1000,1384.51,0,1,6,0,15,1,13100,-38200
0,1,1,3,6,6,17,3,1,0,2,1,95900.0,10,3,1999,194,41,0,1,500,1203.81,0,1,3,13,18,1,52500,-51300
0,2,0,1,5,0,23,3,1,0,3,2,77880.0,0,23,2008,241,38,1,0,2000,1003.23,0,0,0,12,11,1,0,0
0,1,1,1,1,3,14,4,2,0,0,0,59070.0,12,9,2012,85,27,0,2,2000,1174.14,0,1,1,8,7,4,50400,-61500
3,3,1,4,0,4,6,1,1,0,2,1,9000.0,8,24,2015,370,55,1,2,2000,1389.13,7000000,1,3,7,1,5,0,-53200
2,1,2,3,6,0,8,1,0,2,0,1,80100.0,1,4,2015,209,38,2,1,500,1191.5,0,1,2,8,15,0,38600,-52900
3,3,1,3,1,1,9,1,1,2,0,1,6200.0,6,6,1999,136,29,2,0,500,1203.24,0,0,3,13,18,2,62500,-66900
2,0,1,2,4,0,12,1,1,0,0,0,90400.0,2,0,1995,80,26,0,0,1000,1343.0,0,1,5,5,4,2,64600,0
2,2,2,2,4,2,0,1,1,0,0,1,35000.0,11,21,2012,158,33,2,0,2000,1327.41,0,0,0,5,16,2,0,-38600
0,1,1,2,1,5,10,3,1,2,0,2,79500.0,3,34,2000,140,36,1,1,500,1363.59,0,0,3,1,11,1,43200,0
2,2,0,1,2,5,21,1,1,2,3,0,53640.0,9,26,2004,440,61,2,1,500,1050.76,0,1,6,13,12,5,41500,-70200
0,1,2,2,1,1,19,3,1,1,1,2,41490.0,8,12,2004,435,58,1,0,2000,1145.85,0,1,3,11,12,1,0,-40000
2,1,0,1,4,2,18,1,1,1,3,2,68200.0,4,30,2003,218,43,0,1,500,1521.55,0,0,0,8,14,2,61100,-64500
2,1,2,3,5,3,0,1,0,0,1,2,85320.0,9,29,2006,257,43,1,0,1000,974.84,0,0,3,13,11,2,52100,0
0,0,0,2,5,1,14,3,1,1,2,0,50800.0,8,12,2013,157,32,2,0,2000,617.11,0,1,1,7,15,2,0,-54100
2,2,0,1,5,4,13,1,1,2,3,1,82170.0,3,32,1995,140,32,0,1,1000,985.97,5000000,0,1,10,6,2,0,0
0,2,1,3,5,2,12,3,0,1,1,0,62920.0,5,13,2000,151,36,2,1,2000,870.63,0,0,4,0,11,3,94800,-58500
2,1,2,1,5,5,2,1,0,0,0,1,59070.0,3,25,2003,128,29,2,2,1000,1878.44,0,1,2,7,9,0,0,-76000
3,3,1,4,6,3,8,1,1,2,1,2,4300.0,12,11,2000,217,39,1,0,1000,1530.52,0,1,1,1,1,1,0,0
0,2,2,3,4,0,15,3,1,1,2,1,37840.0,0,31,1996,217,41,0,2,2000,875.15,0,0,0,6,16,3,46700,0
1,3,1,3,3,6,19,1,1,2,2,1,6490.0,12,9,2011,245,42,0,2,1000,1575.74,7000000,1,3,3,5,2,0,-68900
2,2,0,1,4,5,1,1,1,1,1,2,52800.0,8,24,1996,111,29,0,1,500,1239.55,2000000,0,6,4,11,3,0,0
0,1,1,3,1,1,10,3,1,2,1,2,72100.0,7,36,2006,461,61,2,0,2000,1402.75,0,1,3,3,8,0,0,0
2,0,1,2,0,5,3,1,1,2,0,1,64080.0,5,13,1997,98,31,1,0,500,671.92,0,1,5,6,3,5,0,-26400
2,2,1,2,1,3,23,1,1,2,3,0,48730.0,3,25,2011,126,30,0,1,2000,1171.75,0,0,0,6,2,1,46500,-42700
2,1,2,3,4,3,13,1,2,1,1,1,54810.0,3,32,1999,414,52,1,2,500,1335.13,0,0,2,4,5,4,44000,-71000
2,1,2,3,4,0,10,1,1,0,1,0,70700.0,13,28,2008,215,38,1,1,500,1405.71,0,0,6,2,4,4,0,0
0,0,0,1,4,3,0,3,1,1,2,1,44730.0,10,1,2000,81,28,0,1,1000,1139.0,6000000,0,5,11,17,0,42400,0
0,0,2,3,6,4,22,3,0,0,2,1,59730.0,1,4,2005,319,47,1,1,500,1307.11,0,1,1,13,7,1,0,0
2,1,2,2,6,6,19,1,0,0,0,1,76600.0,8,7,2000,192,35,0,0,1000,1245.89,0,0,5,3,12,5,0,-40300
2,2,2,3,3,4,0,1,0,2,0,0,61050.0,4,27,2009,148,36,0,2,1000,1236.32,5000000,0,4,0,10,3,55100,0
2,0,2,2,5,4,8,1,2,0,1,1,70290.0,0,23,2008,105,33,0,2,500,1310.76,0,0,2,0,11,1,0,-40900
0,1,2,1,1,1,5,3,0,2,1,0,51700.0,10,3,2003,160,36,2,0,1000,1118.58,0,0,2,9,2,0,0,-36600
0,0,1,1,4,5,19,3,0,1,2,1,28440.0,4,27,2007,133,30,1,2,1000,1231.01,0,1,1,0,2,0,0,-31700
0,2,0,1,4,0,20,3,2,1,1,1,51370.0,2,22,2000,185,34,2,1,500,1257.36,0,0,6,1,12,0,0,0
1,3,1,3,5,3,5,1,0,0,1,2,2640.0,5,14,2009,195,39,2,1,1000,1393.57,0,1,6,6,12,1,47600,-39600
3,3,3,3,1,2,9,1,0,2,1,2,5760.0,11,19,2011,30,31,0,1,2000,1153.35,0,1,6,2,9,1,0,0
1,3,1,4,4,3,6,1,1,1,2,2,6480.0,6,10,1996,141,30,1,2,1000,1347.04,0,1,2,11,3,3,0,-82100
0,0,1,3,0,0,22,3,2,0,0,0,78500.0,1,4,2015,421,57,1,1,2000,1206.26,0,0,0,1,3,3,69900,0
0,1,0,3,4,6,11,4,2,0,2,0,59400.0,10,2,1996,310,48,1,0,500,1516.34,0,0,3,0,17,4,11000,0
3,3,3,3,1,4,9,1,0,0,1,1,3840.0,3,34,2014,253,43,0,2,500,1187.01,7000000,0,0,12,8,4,46300,-33000
2,1,2,2,6,2,0,1,1,2,3,1,70290.0,10,1,1998,328,46,0,2,500,1314.6,0,0,4,9,8,1,24800,0
2,0,2,0,6,5,22,1,2,0,1,0,65790.0,10,2,2007,11,39,0,1,2000,1470.06,0,1,6,7,19,0,56600,-45800
2,0,1,1,0,4,20,1,2,0,1,1,87200.0,6,6,2006,3,38,2,2,1000,1310.8,0,0,5,2,13,4,0,0
2,0,2,3,1,3,22,1,2,2,2,1,87010.0,5,14,2002,235,42,2,0,500,1253.12,4000000,0,5,3,7,2,38400,0
3,3,1,4,6,6,7,1,1,1,2,0,3520.0,0,23,2013,282,48,2,2,2000,1422.56,7000000,0,4,9,18,0,26900,-55300
2,0,1,3,6,3,16,1,1,2,3,2,66660.0,6,10,2006,386,53,2,1,500,1078.65,0,1,3,2,4,1,36800,0
0,2,0,2,2,4,18,3,2,2,1,2,69000.0,5,14,1995,313,50,2,0,2000,1255.62,0,1,4,1,14,4,0,0
2,0,0,1,0,6,0,1,2,0,0,1,70000.0,5,14,2015,453,60,1,0,500,1298.91,6000000,1,6,2,7,4,52600,-38800
2,2,2,3,5,6,12,1,2,2,3,0,90970.0,0,31,2009,111,27,1,1,500,1363.77,4000000,0,5,12,8,0,51100,0
2,0,1,2,1,3,8,1,2,0,0,2,105820.0,1,4,2002,259,44,2,1,2000,1655.79,0,0,5,3,8,0,0,0
0,1,1,2,1,6,15,3,2,0,0,0,65800.0,0,33,2001,286,47,1,1,500,1386.93,0,1,2,8,3,0,54100,-77600
0,0,1,1,1,3,12,3,0,1,0,2,49140.0,5,14,2007,115,30,2,2,500,1757.21,0,1,2,9,0,5,46400,0
2,1,0,0,5,3,19,1,1,2,3,0,55200.0,10,2,2015,110,33,1,1,1000,1183.48,0,1,0,7,3,0,0,0
2,0,2,0,6,0,23,1,0,2,1,1,62880.0,8,12,2007,435,60,2,2,500,1064.49,5000000,1,0,8,5,2,73500,-43300
1,3,3,3,1,6,6,1,0,0,2,0,5920.0,3,25,2015,219,39,1,1,2000,1281.07,7000000,0,2,10,2,4,0,0
2,1,2,0,4,1,6,1,1,2,0,2,45000.0,11,15,2003,188,37,2,0,500,1457.21,0,0,3,0,10,3,46300,0
0,2,0,0,4,1,11,3,1,0,1,1,56160.0,5,16,2015,147,37,1,2,2000,1375.29,0,0,5,1,5,3,0,0
0,1,1,2,1,5,2,2,2,2,0,1,88920.0,0,31,2010,371,52,0,1,1000,1242.96,7000000,0,2,7,13,3,0,-37100
0,0,0,2,4,3,23,3,0,2,1,1,68750.0,1,5,2007,356,54,2,2,500,912.3,0,1,1,9,19,5,58500,-44000
2,1,2,2,6,4,17,1,0,1,0,2,44220.0,0,23,2000,214,40,2,0,1000,1648.0,0,1,3,13,0,1,57700,-43500
0,0,0,0,6,1,22,2,0,1,0,1,74200.0,13,28,1997,118,28,1,2,2000,1207.36,0,0,2,5,4,3,0,-57000
0,1,2,0,4,3,21,3,0,1,0,0,93720.0,8,24,2005,271,42,0,0,500,1515.3,0,0,2,6,10,1,0,0
0,0,1,0,4,2,21,2,2,2,1,0,85020.0,5,16,2010,130,28,2,2,1000,1003.15,0,0,3,4,12,2,0,-38500
2,1,1,1,4,5,17,1,2,2,3,2,79320.0,9,35,1997,263,43,1,2,1000,1294.04,0,0,5,5,12,1,0,0
1,3,1,4,1,6,3,1,2,1,3,1,2640.0,13,28,2000,396,57,0,2,500,1351.72,0,1,2,12,4,5,0,-49400
3,3,3,3,5,6,9,1,2,1,3,1,4620.0,1,5,1998,84,30,1,2,2000,1827.38,0,1,0,8,14,2,0,-15900
0,2,2,1,6,1,12,3,0,0,0,2,36960.0,3,34,2007,284,43,0,1,500,1123.84,0,1,6,9,11,2,48200,0
2,1,0,1,1,1,7,1,0,2,0,1,50000.0,3,32,2008,334,50,2,2,500,1216.24,0,1,5,8,14,5,26700,-47200
0,1,0,3,0,0,21,3,2,1,3,0,48070.0,10,1,2014,93,31,0,0,2000,1017.18,0,0,4,9,13,0,0,0
0,1,0,3,1,2,12,3,2,2,0,1,69080.0,1,5,2009,77,26,0,1,2000,785.82,0,1,3,3,12,2,49700,0
0,1,1,2,6,5,14,3,1,1,3,1,67600.0,11,21,2007,385,51,1,1,1000,976.37,0,0,4,2,15,0,0,-61000
2,2,2,0,4,4,5,1,0,0,1,1,90530.0,5,14,2003,204,38,0,0,2000,1124.47,0,0,4,12,11,5,0,-45100
2,2,0,2,6,1,22,1,1,0,2,1,76900.0,7,36,1995,29,32,2,0,1000,1722.5,0,1,2,7,0,5,0,-21500
2,0,2,2,0,5,16,1,0,2,0,2,67320.0,5,16,2006,255,45,0,2,500,1192.27,0,1,2,11,0,3,0,-40200
2,2,2,3,1,4,23,1,2,0,0,0,40500.0,9,29,1998,5,21,1,1,500,915.41,5000000,0,2,3,17,3,0,0
2,2,0,2,6,2,12,1,2,1,1,0,77440.0,9,35,2005,202,38,0,0,2000,1132.74,0,0,0,1,8,0,0,-37500
3,3,1,4,6,5,0,1,2,0,3,0,9100.0,3,25,2003,194,34,1,0,1000,1423.34,0,1,0,11,4,1,55300,-37900
0,1,0,3,4,1,16,3,0,2,0,2,64400.0,2,37,2011,225,43,2,0,1000,1517.54,0,1,3,8,4,3,0,-20900
2,0,2,0,6,3,15,1,1,2,2,1,98160.0,4,30,2011,413,55,1,0,2000,1268.79,0,1,4,8,5,3,0,-31000
2,0,2,1,5,3,0,1,0,2,1,1,67800.0,8,7,1995,79,25,2,2,500,1863.04,0,0,0,8,13,1,53400,-35200
2,2,2,0,0,5,21,1,1,0,3,1,57700.0,9,26,2000,187,37,1,2,1000,1412.06,5000000,0,5,10,15,1,60100,0
2,0,1,1,6,4,21,1,1,1,1,1,47300.0,9,29,2014,209,38,2,0,500,1355.08,0,0,4,7,9,2,58100,0
0,1,2,1,4,1,2,3,0,2,3,0,78650.0,1,4,1996,107,26,0,2,2000,932.14,0,1,4,11,6,3,40600,0
0,2,2,3,4,4,4,3,1,2,1,2,57900.0,1,5,2005,169,37,0,0,1000,936.19,0,1,3,1,12,2,70600,-48500
0,2,0,1,5,3,15,3,0,1,2,1,64300.0,3,32,2002,121,31,1,0,1000,1140.91,0,1,0,0,13,2,51300,0
2,2,1,3,3,6,9,1,0,1,2,2,33480.0,9,29,2012,285,48,0,0,2000,1101.85,0,0,1,11,7,5,46100,0
0,1,1,3,1,3,1,3,1,1,0,1,31700.0,12,18,2006,1,33,0,1,500,903.32,0,0,2,13,19,1,0,0
2,2,0,1,4,2,16,1,2,0,0,1,70400.0,11,21,2001,152,33,1,1,500,942.51,0,0,6,13,8,5,0,0
1,3,1,3,5,4,8,1,0,0,2,1,8760.0,2,0,2013,40,39,1,2,1000,1248.25,4000000,0,1,11,10,3,0,-33300
2,0,2,2,1,1,3,1,0,2,2,2,49900.0,4,27,1998,99,28,2,0,500,1330.39,0,1,4,9,1,5,0,0
1,3,3,4,1,2,1,1,0,0,1,0,5060.0,9,35,2003,122,33,0,1,500,1236.5,0,1,6,7,3,0,0,-48700
2,2,0,3,1,1,14,1,0,0,3,1,98340.0,6,6,2004,61,23,0,1,2000,1136.83,4000000,0,0,12,8,3,0,-62400
2,2,1,3,1,5,2,1,1,2,1,2,34650.0,5,14,1996,87,27,2,0,500,1048.39,0,0,5,13,14,3,0,0
1,3,3,4,5,2,10,1,2,2,1,2,5900.0,9,29,2010,61,29,1,1,1000,1115.27,0,1,3,5,14,4,0,-66000
1,3,3,4,1,2,3,1,2,1,0,0,4290.0,1,4,1997,101,33,0,2,1000,1313.64,0,0,1,8,2,4,12100,0
0,1,1,2,1,3,13,3,0,1,2,2,58850.0,0,23,1999,230,42,1,0,1000,1023.11,0,0,4,0,9,3,0,-45300
1,3,3,4,6,1,6,1,1,1,2,2,5400.0,10,3,1999,295,48,2,1,1000,1148.73,0,0,1,6,11,5,0,0
3,3,1,3,1,1,20,1,1,0,1,2,7480.0,4,27,2003,78,24,1,0,500,1175.51,0,1,5,2,19,0,0,0
0,0,0,0,1,1,11,3,2,0,0,0,64570.0,7,36,2001,253,46,0,0,500,1358.2,0,0,4,13,12,0,52900,0
2,1,1,0,0,0,18,1,2,0,1,2,56430.0,2,0,1995,289,46,0,1,2000,1209.07,0,1,3,1,5,4,0,0
0,1,0,1,5,2,16,2,2,1,0,0,53820.0,5,14,2015,61,26,2,0,2000,1188.28,6000000,0,3,4,16,5,0,-53800
2,0,0,2,6,6,21,1,0,1,0,0,55660.0,6,8,2009,78,31,1,1,1000,1554.64,4000000,1,6,10,2,3,0,-27900
2,2,0,3,0,2,17,1,0,0,1,2,51920.0,1,4,2001,183,38,0,1,500,1543.68,0,0,5,9,13,1,20200,0
0,0,1,0,1,4,7,3,2,2,1,1,69630.0,12,11,1998,180,36,0,0,500,1272.46,0,1,1,9,8,5,0,0
0,1,1,2,0,1,21,3,2,0,0,1,62900.0,7,17,1998,65,29,2,1,2000,1441.6,5000000,0,4,11,11,3,0,0
0,1,2,3,6,0,15,2,2,1,3,2,51090.0,12,18,2003,415,52,1,1,1000,973.5,0,1,6,6,14,1,50400,0
2,2,1,2,6,6,4,1,0,2,2,2,108030.0,10,1,2002,392,50,2,0,2000,1108.97,0,0,6,3,8,1,68400,-66800
2,1,1,2,4,5,16,1,0,2,2,0,76230.0,13,28,1997,271,44,2,1,500,1340.71,0,0,2,12,0,2,0,0
0,1,1,3,1,6,23,3,1,0,0,0,63300.0,4,30,2012,69,24,1,2,500,1418.5,0,0,2,1,19,2,0,0
2,2,2,1,6,2,17,1,2,0,1,2,64800.0,1,4,1999,149,37,0,2,500,1415.68,0,1,6,9,19,3,0,0
2,1,0,1,5,2,18,1,1,1,3,2,36740.0,2,37,1998,398,55,2,1,2000,1305.26,0,1,4,4,16,5,66200,-49700
2,1,2,3,4,6,12,1,0,0,2,2,46200.0,4,27,2003,180,38,2,1,2000,1301.13,0,0,1,6,2,1,41300,-55500
0,0,0,1,4,0,2,3,1,0,2,2,65560.0,13,28,2015,66,30,1,2,500,484.67,0,0,1,0,13,5,21100,-60800
2,0,0,3,1,5,16,1,2,2,3,0,37280.0,1,5,1996,375,50,2,0,1000,1275.39,0,1,0,11,3,2,0,0
0,2,0,2,3,2,13,3,1,1,3,0,66480.0,10,1,2012,456,62,2,1,1000,1395.77,0,0,4,10,5,3,82600,-49500
0,0,1,0,1,6,17,3,0,0,3,1,47080.0,10,2,2006,214,36,0,0,2000,987.42,7000000,0,0,6,11,3,0,0
2,1,0,0,6,2,18,1,1,0,2,2,42240.0,3,25,2007,322,49,0,1,2000,1277.12,0,0,6,1,11,3,0,-46000
0,1,1,3,1,1,7,3,0,2,3,0,34650.0,4,30,2007,134,29,2,0,2000,1413.14,5000000,0,6,11,2,3,35100,0
2,1,2,2,0,2,14,1,0,2,1,1,42300.0,10,1,1996,212,42,0,0,500,1315.68,0,1,6,8,4,5,0,-39300
2,1,0,1,1,3,22,1,1,1,1,2,55400.0,7,17,2002,232,44,2,1,2000,1181.64,0,1,1,7,8,5,25800,0
2,0,2,2,5,0,12,1,1,2,2,2,63240.0,8,12,2005,257,43,1,2,2000,929.7,6000000,0,6,5,0,0,46400,-74300
2,0,0,3,0,4,6,1,0,2,2,2,76400.0,13,20,1997,197,41,2,2,1000,1324.78,0,0,6,9,1,1,0,-64500
0,2,0,2,1,1,6,3,1,0,2,2,51810.0,1,4,2002,257,40,1,1,500,1379.93,0,1,4,1,0,0,0,0
